Customer ID,Segment,Total Orders,Total Items Ordered,Total Revenue CAD,Total Returns CAD,Return Rate %,Total COGS CAD,Total Return Processing Cost CAD,Total Shipping Cost CAD,Total Net Profit CAD,Profitable
CUST10280,Loyal Buyer,7,9,1084.79,288.77,26.6,360.0,51.0,59.5,271.52,Yes
CUST10281,Bracket Buyer,7,19,2529.54,1265.35,50.0,760.0,181.5,59.5,-4.81,No
CUST10282,Loyal Buyer,7,8,771.64,86.54,11.2,320.0,23.5,59.5,344.1,Yes
CUST10283,Loyal Buyer,6,7,663.96,0,0.0,280.0,0,51.0,358.96,Yes
CUST10284,Serial Returner,8,14,1810.35,619.69,34.2,560.0,121.5,68.0,269.16,Yes
CUST10285,Occasional Returner,4,5,548.61,146.51,26.7,200.0,43.0,34.0,135.1,Yes
CUST10286,Loyal Buyer,8,10,985.92,0,0.0,400.0,0,68.0,569.92,Yes
CUST10287,Bracket Buyer,8,22,2299.95,1185.0,51.5,880.0,173.5,68.0,-22.55,No
CUST10288,Serial Returner,8,13,1205.59,499.64,41.4,520.0,96.0,68.0,47.95,Yes
CUST10289,Bracket Buyer,5,13,1423.77,553.44,38.9,520.0,114.0,42.5,149.83,Yes
CUST10290,Bracket Buyer,5,14,1888.15,1138.23,60.3,560.0,171.5,42.5,-194.08,No
CUST10291,Loyal Buyer,8,9,1031.68,0,0.0,360.0,0,68.0,585.68,Yes
CUST10292,Occasional Returner,4,6,466.93,0,0.0,240.0,0,34.0,276.93,Yes
CUST10293,Occasional Returner,7,9,1183.08,395.06,33.4,360.0,72.5,59.5,206.02,Yes
CUST10294,Occasional Returner,5,9,932.54,160.72,17.2,360.0,25.5,42.5,409.82,Yes
CUST10295,Serial Returner,9,15,1603.89,729.86,45.5,600.0,129.5,76.5,50.03,Yes
CUST10296,Occasional Returner,4,5,553.85,0,0.0,200.0,0,34.0,331.85,Yes
CUST10297,Bracket Buyer,5,14,1657.65,1021.94,61.6,560.0,175.5,42.5,-174.29,No
CUST10298,Loyal Buyer,6,8,889.22,0,0.0,320.0,0,51.0,538.22,Yes
CUST10299,Occasional Returner,7,11,1010.28,0,0.0,440.0,0,59.5,574.78,Yes
CUST10300,Occasional Returner,5,6,702.64,201.04,28.6,240.0,43.0,42.5,144.1,Yes
CUST10301,Occasional Returner,8,10,775.12,376.94,48.6,400.0,70.5,68.0,-46.32,No
CUST10302,Occasional Returner,3,5,471.92,112.72,23.9,200.0,39.0,25.5,142.7,Yes
CUST10303,Bracket Buyer,5,13,920.57,132.59,14.4,520.0,45.0,42.5,336.48,Yes
CUST10304,Loyal Buyer,7,8,707.63,0,0.0,320.0,0,59.5,382.13,Yes
CUST10305,Occasional Returner,6,8,640.45,90.9,14.2,320.0,39.0,51.0,217.55,Yes
CUST10306,Occasional Returner,2,4,266.44,49.0,18.4,160.0,19.5,17.0,84.94,Yes
CUST10307,Loyal Buyer,11,12,1276.65,219.82,17.2,480.0,43.0,93.5,466.33,Yes
CUST10308,Serial Returner,6,12,1007.84,187.01,18.6,480.0,60.5,51.0,349.33,Yes
CUST10309,Bracket Buyer,8,22,1989.19,829.15,41.7,880.0,189.0,68.0,159.04,Yes
CUST10310,Occasional Returner,7,12,1039.81,144.39,13.9,480.0,25.5,59.5,468.42,Yes
CUST10311,Loyal Buyer,2,3,204.88,0,0.0,120.0,0,17.0,107.88,Yes
CUST10312,Occasional Returner,2,2,238.72,0,0.0,80.0,0,17.0,127.72,Yes
CUST10313,Occasional Returner,5,6,425.57,134.61,31.6,240.0,25.5,42.5,78.96,Yes
CUST10314,Occasional Returner,3,4,330.77,138.2,41.8,160.0,25.5,25.5,3.57,Yes
CUST10315,Loyal Buyer,6,8,759.08,46.81,6.2,320.0,17.5,51.0,387.77,Yes
CUST10316,Loyal Buyer,7,7,760.77,95.74,12.6,280.0,23.5,59.5,278.03,Yes
CUST10317,Bracket Buyer,3,9,536.64,357.76,66.7,360.0,84.5,25.5,-93.12,No
CUST10318,Loyal Buyer,5,6,670.85,0,0.0,240.0,0,42.5,386.35,Yes
CUST10319,Serial Returner,8,13,1431.04,453.37,31.7,520.0,92.0,68.0,291.67,Yes
CUST10320,Occasional Returner,2,2,112.73,74.35,66.0,80.0,17.5,17.0,-34.12,No
CUST10321,Loyal Buyer,8,8,843.64,0,0.0,320.0,0,68.0,425.64,Yes
CUST10322,Loyal Buyer,6,7,616.2,0,0.0,280.0,0,51.0,355.2,Yes
CUST10323,Loyal Buyer,9,10,845.69,0,0.0,400.0,0,76.5,477.19,Yes
CUST10324,Serial Returner,6,12,1313.79,56.66,4.3,480.0,17.5,51.0,702.63,Yes
CUST10325,Occasional Returner,4,5,473.93,71.69,15.1,200.0,17.5,34.0,160.74,Yes
CUST10326,Occasional Returner,4,5,299.46,105.24,35.1,200.0,37.0,34.0,19.22,Yes
CUST10327,Occasional Returner,4,6,838.4,290.65,34.7,240.0,53.0,34.0,110.75,Yes
CUST10328,Serial Returner,4,6,429.96,141.65,32.9,240.0,43.0,34.0,51.31,Yes
CUST10329,Loyal Buyer,11,12,1033.68,31.82,3.1,480.0,19.5,93.5,486.86,Yes
CUST10330,Occasional Returner,5,7,863.15,43.58,5.0,280.0,19.5,42.5,467.57,Yes
CUST10331,Occasional Returner,3,4,486.17,38.4,7.9,160.0,19.5,25.5,214.77,Yes
CUST10332,Loyal Buyer,8,10,1169.46,0,0.0,400.0,0,68.0,619.46,Yes
CUST10333,Loyal Buyer,11,11,1190.76,422.35,35.5,440.0,55.0,93.5,187.91,Yes
CUST10334,Loyal Buyer,8,9,927.56,48.24,5.2,360.0,19.5,68.0,433.82,Yes
CUST10335,Serial Returner,4,7,478.94,0,0.0,280.0,0,34.0,270.94,Yes
CUST10336,Occasional Returner,9,12,1190.03,569.77,47.9,480.0,80.5,76.5,55.26,Yes
CUST10337,Occasional Returner,3,4,601.21,355.43,59.1,160.0,55.0,25.5,-120.72,No
CUST10338,Serial Returner,7,10,1125.08,393.88,35.0,400.0,82.0,59.5,177.7,Yes
CUST10339,Serial Returner,5,7,655.95,316.21,48.2,280.0,68.5,42.5,-15.26,No
CUST10340,Occasional Returner,4,6,410.26,165.43,40.3,240.0,27.5,34.0,25.33,Yes
CUST10341,Occasional Returner,4,6,434.88,139.27,32.0,240.0,25.5,34.0,54.11,Yes
CUST10342,Loyal Buyer,8,9,1109.21,50.98,4.6,360.0,19.5,68.0,618.73,Yes
CUST10343,Occasional Returner,3,4,255.09,0,0.0,160.0,0,25.5,143.59,Yes
CUST10344,Occasional Returner,6,10,821.5,139.69,17.0,400.0,27.5,51.0,281.31,Yes
CUST10345,Occasional Returner,6,9,757.4,0,0.0,360.0,0,51.0,442.4,Yes
CUST10346,Loyal Buyer,7,8,804.46,0,0.0,320.0,0,59.5,424.96,Yes
CUST10347,Occasional Returner,3,3,261.63,0,0.0,120.0,0,25.5,146.13,Yes
CUST10348,Occasional Returner,3,3,259.39,0,0.0,120.0,0,25.5,147.89,Yes
CUST10349,Occasional Returner,3,4,244.91,0,0.0,160.0,0,25.5,133.41,Yes
CUST10350,Occasional Returner,2,3,246.12,165.92,67.4,120.0,47.0,17.0,-79.8,No
CUST10351,Loyal Buyer,13,16,1473.52,150.25,10.2,640.0,45.0,110.5,633.77,Yes
CUST10352,Loyal Buyer,5,6,367.33,61.75,16.8,240.0,17.5,42.5,99.58,Yes
CUST10353,Bracket Buyer,6,17,1556.71,543.36,34.9,680.0,120.0,51.0,270.35,Yes
CUST10354,Occasional Returner,4,5,641.77,90.34,14.1,200.0,23.5,34.0,253.93,Yes
CUST10355,Serial Returner,9,14,1589.14,316.72,19.9,560.0,66.5,76.5,575.42,Yes
CUST10356,Serial Returner,8,16,1950.42,1133.55,58.1,640.0,183.0,68.0,-186.13,No
CUST10357,Occasional Returner,4,6,434.4,97.99,22.6,240.0,39.0,34.0,99.41,Yes
CUST10358,Loyal Buyer,6,7,1026.19,228.15,22.2,280.0,27.5,51.0,349.54,Yes
CUST10359,Occasional Returner,5,8,1199.0,208.09,17.4,320.0,27.5,42.5,488.91,Yes
CUST10360,Loyal Buyer,8,8,993.45,71.4,7.2,320.0,17.5,68.0,490.55,Yes
CUST10361,Occasional Returner,6,6,539.36,193.43,35.9,240.0,45.0,51.0,59.93,Yes
CUST10362,Serial Returner,6,11,1162.49,180.16,15.5,440.0,27.5,51.0,451.83,Yes
CUST10363,Serial Returner,5,7,482.93,215.03,44.5,280.0,45.0,42.5,-17.6,No
CUST10364,Bracket Buyer,5,13,1093.9,447.76,40.9,520.0,100.5,42.5,97.14,Yes
CUST10365,Serial Returner,8,12,1428.03,363.18,25.4,480.0,70.5,68.0,412.35,Yes
CUST10366,Loyal Buyer,7,8,1100.44,0,0.0,320.0,0,59.5,642.94,Yes
CUST10367,Bracket Buyer,3,7,575.24,313.52,54.5,280.0,74.5,25.5,-22.28,No
CUST10368,Loyal Buyer,10,10,1282.01,395.82,30.9,400.0,53.0,85.0,292.19,Yes
CUST10369,Loyal Buyer,9,11,1030.98,0,0.0,440.0,0,76.5,564.48,Yes
CUST10370,Serial Returner,8,13,1273.71,458.59,36.0,520.0,96.0,68.0,153.12,Yes
CUST10371,Loyal Buyer,6,6,434.29,0,0.0,240.0,0,51.0,229.29,Yes
CUST10372,Serial Returner,5,7,870.36,366.18,42.1,280.0,68.5,42.5,83.18,Yes
CUST10373,Bracket Buyer,7,19,2336.02,1336.19,57.2,760.0,187.5,59.5,-231.17,No
CUST10374,Bracket Buyer,6,14,1500.15,152.37,10.2,560.0,49.0,51.0,595.78,Yes
CUST10375,Loyal Buyer,9,11,707.23,0,0.0,440.0,0,76.5,362.73,Yes
CUST10376,Bracket Buyer,8,22,1367.49,275.85,20.2,880.0,96.0,68.0,383.64,Yes
CUST10377,Loyal Buyer,8,9,593.33,0,0.0,360.0,0,68.0,323.33,Yes
CUST10378,Loyal Buyer,8,8,1022.7,102.62,10.0,320.0,25.5,68.0,418.58,Yes
CUST10379,Serial Returner,8,11,1087.59,115.9,10.7,440.0,37.0,68.0,464.69,Yes
CUST10380,Bracket Buyer,8,22,1369.49,520.73,38.0,880.0,126.0,68.0,74.76,Yes
CUST10381,Loyal Buyer,8,9,1023.76,0,0.0,360.0,0,68.0,531.76,Yes
CUST10382,Loyal Buyer,10,11,1436.94,0,0.0,440.0,0,85.0,751.94,Yes
CUST10383,Serial Returner,7,13,977.1,334.65,34.2,520.0,94.0,59.5,170.95,Yes
CUST10384,Loyal Buyer,7,9,661.6,114.89,17.4,360.0,37.0,59.5,190.21,Yes
CUST10385,Occasional Returner,1,1,59.03,0,0.0,40.0,0,8.5,28.53,Yes
CUST10386,Loyal Buyer,7,7,840.33,153.82,18.3,280.0,25.5,59.5,281.51,Yes
CUST10387,Loyal Buyer,4,5,756.47,143.62,19.0,200.0,25.5,34.0,287.35,Yes
CUST10388,Loyal Buyer,9,9,1113.97,154.15,13.8,360.0,25.5,76.5,465.82,Yes
CUST10389,Serial Returner,9,16,1047.15,198.33,18.9,640.0,60.5,76.5,313.82,Yes
CUST10390,Serial Returner,7,10,854.26,417.91,48.9,400.0,86.0,59.5,-43.15,No
CUST10391,Loyal Buyer,8,9,768.61,103.19,13.4,360.0,23.5,68.0,303.92,Yes
CUST10392,Loyal Buyer,7,9,953.23,51.8,5.4,360.0,17.5,59.5,500.43,Yes
CUST10393,Bracket Buyer,8,18,2100.17,929.04,44.2,720.0,196.5,68.0,52.63,Yes
CUST10394,Occasional Returner,6,6,743.55,168.45,22.7,240.0,45.0,51.0,207.1,Yes
CUST10395,Occasional Returner,6,7,662.55,290.62,43.9,280.0,51.0,51.0,37.93,Yes
CUST10396,Bracket Buyer,7,21,2297.24,1222.79,53.2,840.0,209.0,59.5,-110.05,No
CUST10397,Occasional Returner,3,3,265.87,169.62,63.8,120.0,25.5,25.5,-38.75,No
CUST10398,Loyal Buyer,6,7,616.91,0,0.0,280.0,0,51.0,355.91,Yes
CUST10399,Loyal Buyer,6,8,634.07,98.13,15.5,320.0,23.5,51.0,213.44,Yes
CUST10400,Occasional Returner,8,11,1152.04,408.12,35.4,440.0,74.5,68.0,179.42,Yes
CUST10401,Occasional Returner,10,13,1151.15,336.27,29.2,520.0,105.5,85.0,182.38,Yes
CUST10402,Occasional Returner,6,9,922.94,183.26,19.9,360.0,49.0,51.0,265.68,Yes
CUST10403,Occasional Returner,1,1,95.04,0,0.0,40.0,0,8.5,54.54,Yes
CUST10404,Bracket Buyer,3,8,492.98,189.12,38.4,320.0,59.0,25.5,19.36,Yes
CUST10405,Loyal Buyer,9,9,666.7,54.07,8.1,360.0,19.5,76.5,250.63,Yes
CUST10406,Occasional Returner,8,10,1024.77,108.68,10.6,400.0,39.0,68.0,405.09,Yes
CUST10407,Occasional Returner,5,7,428.05,146.67,34.3,280.0,45.0,42.5,29.88,Yes
CUST10408,Bracket Buyer,8,21,2274.0,773.7,34.0,840.0,128.0,68.0,422.3,Yes
CUST10409,Loyal Buyer,10,11,1154.22,0,0.0,440.0,0,85.0,657.22,Yes
CUST10410,Occasional Returner,6,8,494.85,97.32,19.7,320.0,39.0,51.0,111.53,Yes
CUST10411,Occasional Returner,6,8,861.36,144.92,16.8,320.0,43.0,51.0,316.44,Yes
CUST10412,Occasional Returner,6,8,523.35,49.33,9.4,320.0,19.5,51.0,171.52,Yes
CUST10413,Loyal Buyer,5,6,497.32,0,0.0,240.0,0,42.5,262.82,Yes
CUST10414,Serial Returner,6,8,1026.63,422.67,41.2,320.0,74.5,51.0,126.46,Yes
CUST10415,Loyal Buyer,7,9,834.28,0,0.0,360.0,0,59.5,438.78,Yes
CUST10416,Serial Returner,9,12,1323.29,316.76,23.9,480.0,86.0,76.5,342.03,Yes
CUST10417,Occasional Returner,4,4,303.08,0,0.0,160.0,0,34.0,163.08,Yes
CUST10418,Occasional Returner,3,3,278.5,162.38,58.3,120.0,27.5,25.5,-52.88,No
CUST10419,Occasional Returner,3,4,376.42,147.75,39.3,160.0,25.5,25.5,49.67,Yes
CUST10420,Occasional Returner,6,8,1135.68,142.5,12.5,320.0,25.5,51.0,528.68,Yes
CUST10421,Serial Returner,7,11,1204.69,879.94,73.0,440.0,168.5,59.5,-381.25,No
CUST10422,Bracket Buyer,7,20,2025.11,1166.5,57.6,800.0,203.0,59.5,-141.89,No
CUST10423,Occasional Returner,3,5,470.71,176.99,37.6,200.0,45.0,25.5,35.22,Yes
CUST10424,Occasional Returner,4,7,710.73,303.97,42.8,280.0,51.0,34.0,89.76,Yes
CUST10425,Occasional Returner,3,4,346.51,0,0.0,160.0,0,25.5,173.01,Yes
CUST10426,Bracket Buyer,4,11,551.4,285.68,51.8,440.0,88.5,34.0,-44.78,No
CUST10427,Occasional Returner,7,11,908.64,58.53,6.4,440.0,19.5,59.5,445.11,Yes
CUST10428,Loyal Buyer,6,7,581.89,127.35,21.9,280.0,43.0,51.0,154.54,Yes
CUST10429,Occasional Returner,6,6,412.71,309.48,75.0,240.0,82.0,51.0,-173.77,No
CUST10430,Occasional Returner,4,5,694.8,247.53,35.6,200.0,45.0,34.0,96.27,Yes
CUST10431,Bracket Buyer,7,18,1791.5,359.64,20.1,720.0,53.0,59.5,619.36,Yes
CUST10432,Occasional Returner,2,2,87.78,0,0.0,80.0,0,17.0,38.78,Yes
CUST10433,Loyal Buyer,6,8,768.88,0,0.0,320.0,0,51.0,433.88,Yes
CUST10434,Loyal Buyer,8,9,1087.83,0,0.0,360.0,0,68.0,569.83,Yes
CUST10435,Serial Returner,5,8,557.22,171.95,30.9,320.0,47.0,42.5,101.77,Yes
CUST10436,Bracket Buyer,3,8,1063.83,694.36,65.3,320.0,102.5,25.5,-120.53,No
CUST10437,Serial Returner,5,9,581.99,332.02,57.0,360.0,88.0,42.5,-64.53,No
CUST10438,Loyal Buyer,7,8,736.41,0,0.0,320.0,0,59.5,402.91,Yes
CUST10439,Occasional Returner,4,7,716.23,129.95,18.1,280.0,25.5,34.0,222.78,Yes
CUST10440,Serial Returner,4,6,568.0,284.34,50.1,240.0,64.5,34.0,-40.84,No
CUST10441,Serial Returner,4,6,719.03,420.89,58.5,240.0,72.5,34.0,-96.36,No
CUST10442,Serial Returner,2,4,184.26,48.77,26.5,160.0,19.5,17.0,34.99,Yes
CUST10443,Occasional Returner,8,9,809.71,163.2,20.2,360.0,62.5,68.0,210.01,Yes
CUST10444,Loyal Buyer,6,7,583.16,0,0.0,280.0,0,51.0,330.16,Yes
CUST10445,Occasional Returner,6,9,633.34,0,0.0,360.0,0,51.0,344.34,Yes
CUST10446,Loyal Buyer,5,5,372.1,0,0.0,200.0,0,42.5,191.6,Yes
CUST10447,Serial Returner,8,13,1190.46,500.37,42.0,520.0,98.0,68.0,74.09,Yes
CUST10448,Loyal Buyer,10,11,1027.79,180.12,17.5,440.0,27.5,85.0,381.17,Yes
CUST10449,Loyal Buyer,4,4,248.55,0,0.0,160.0,0,34.0,122.55,Yes
CUST10450,Loyal Buyer,7,7,671.8,154.74,23.0,280.0,25.5,59.5,180.06,Yes
CUST10451,Bracket Buyer,7,21,1589.21,623.96,39.3,840.0,128.0,59.5,175.75,Yes
CUST10452,Loyal Buyer,11,12,1007.47,0,0.0,480.0,0,93.5,525.97,Yes
CUST10453,Occasional Returner,5,7,724.55,285.02,39.3,280.0,51.0,42.5,94.03,Yes
CUST10454,Serial Returner,3,6,627.32,225.02,35.9,240.0,47.0,25.5,77.8,Yes
CUST10455,Loyal Buyer,7,7,766.05,0,0.0,280.0,0,59.5,422.55,Yes
CUST10456,Loyal Buyer,9,13,1178.18,50.28,4.3,520.0,17.5,76.5,587.9,Yes
CUST10457,Bracket Buyer,5,15,1532.88,733.24,47.8,600.0,142.0,42.5,33.14,Yes
CUST10458,Loyal Buyer,6,6,601.66,199.43,33.1,240.0,27.5,51.0,97.73,Yes
CUST10459,Bracket Buyer,6,15,1766.76,1200.78,68.0,600.0,193.0,51.0,-332.02,No
CUST10460,Occasional Returner,4,5,386.48,0,0.0,200.0,0,34.0,178.48,Yes
CUST10461,Serial Returner,7,11,1090.68,151.19,13.9,440.0,35.0,59.5,482.99,Yes
CUST10462,Occasional Returner,4,4,409.51,129.96,31.7,160.0,25.5,34.0,68.05,Yes
CUST10463,Loyal Buyer,5,5,478.24,0,0.0,200.0,0,42.5,235.74,Yes
CUST10464,Occasional Returner,3,3,389.27,196.29,50.4,120.0,27.5,25.5,-38.02,No
CUST10465,Serial Returner,8,13,1345.28,458.83,34.1,520.0,109.5,68.0,186.95,Yes
CUST10466,Loyal Buyer,6,6,684.88,226.35,33.0,240.0,27.5,51.0,118.03,Yes
CUST10467,Loyal Buyer,10,11,1140.07,44.7,3.9,440.0,19.5,85.0,560.87,Yes
CUST10468,Loyal Buyer,8,9,954.36,291.67,30.6,360.0,53.0,68.0,163.69,Yes
CUST10469,Loyal Buyer,8,9,1231.21,178.32,14.5,360.0,25.5,68.0,555.39,Yes
CUST10470,Loyal Buyer,8,9,891.51,66.7,7.5,360.0,17.5,68.0,427.31,Yes
CUST10471,Occasional Returner,3,4,528.82,0,0.0,160.0,0,25.5,305.32,Yes
CUST10472,Occasional Returner,2,2,187.75,62.97,33.5,80.0,23.5,17.0,0.28,Yes
CUST10473,Serial Returner,7,12,989.18,328.11,33.2,480.0,86.0,59.5,173.57,Yes
CUST10474,Bracket Buyer,5,14,1091.37,709.38,65.0,560.0,157.5,42.5,-276.01,No
CUST10475,Loyal Buyer,12,14,1650.72,0,0.0,560.0,0,102.0,934.72,Yes
CUST10476,Occasional Returner,5,6,598.97,364.05,60.8,240.0,68.5,42.5,-104.08,No
CUST10477,Bracket Buyer,8,22,2203.1,1339.95,60.8,880.0,240.5,68.0,-333.35,No
CUST10478,Occasional Returner,3,7,345.9,0,0.0,280.0,0,25.5,208.4,Yes
CUST10479,Serial Returner,7,10,1192.27,429.86,36.1,400.0,88.0,59.5,194.91,Yes
CUST10480,Bracket Buyer,7,20,1496.6,722.55,48.3,800.0,149.5,59.5,39.05,Yes
CUST10481,Bracket Buyer,5,13,1352.27,882.97,65.3,520.0,146.0,42.5,-297.2,No
CUST10482,Loyal Buyer,7,7,689.64,0,0.0,280.0,0,59.5,378.14,Yes
CUST10483,Occasional Returner,5,6,537.05,61.84,11.5,240.0,23.5,42.5,213.21,Yes
CUST10484,Loyal Buyer,5,5,515.82,237.28,46.0,200.0,27.5,42.5,24.54,Yes
CUST10485,Occasional Returner,1,1,179.51,179.51,100.0,40.0,27.5,8.5,-114.0,No
CUST10486,Loyal Buyer,8,9,1048.27,0,0.0,360.0,0,68.0,562.27,Yes
CUST10487,Occasional Returner,8,10,1136.08,213.89,18.8,400.0,47.0,68.0,373.19,Yes
CUST10488,Loyal Buyer,9,10,691.65,0,0.0,400.0,0,76.5,355.15,Yes
CUST10489,Occasional Returner,3,5,275.11,0,0.0,200.0,0,25.5,131.61,Yes
CUST10490,Loyal Buyer,11,12,1292.37,82.55,6.4,480.0,17.5,93.5,634.82,Yes
CUST10491,Serial Returner,10,17,1408.11,723.14,51.4,680.0,166.5,85.0,-108.53,No
CUST10492,Occasional Returner,6,9,1153.39,167.92,14.6,360.0,25.5,51.0,470.97,Yes
CUST10493,Occasional Returner,5,6,426.02,94.35,22.1,240.0,23.5,42.5,131.67,Yes
CUST10494,Loyal Buyer,9,9,844.01,151.04,17.9,360.0,45.0,76.5,221.47,Yes
CUST10495,Bracket Buyer,7,19,2354.3,1086.44,46.1,760.0,185.0,59.5,175.36,Yes
CUST10496,Occasional Returner,3,3,271.65,0,0.0,120.0,0,25.5,130.15,Yes
CUST10497,Bracket Buyer,7,18,1149.82,428.37,37.3,720.0,114.0,59.5,127.95,Yes
CUST10498,Loyal Buyer,8,9,1016.25,0,0.0,360.0,0,68.0,574.25,Yes
CUST10499,Occasional Returner,8,14,1490.23,90.92,6.1,560.0,39.0,68.0,708.31,Yes
CUST10500,Serial Returner,11,19,1678.95,632.06,37.6,760.0,123.5,93.5,257.89,Yes
CUST10501,Occasional Returner,3,3,313.63,0,0.0,120.0,0,25.5,152.13,Yes
CUST10502,Loyal Buyer,6,7,645.22,58.37,9.0,280.0,17.5,51.0,290.35,Yes
CUST10503,Loyal Buyer,8,9,834.76,71.74,8.6,360.0,17.5,68.0,381.52,Yes
CUST10504,Serial Returner,9,12,790.01,252.28,31.9,480.0,66.5,76.5,128.73,Yes
CUST10505,Serial Returner,7,8,798.38,609.39,76.3,320.0,115.5,59.5,-282.01,No
CUST10506,Bracket Buyer,7,18,1419.87,654.8,46.1,720.0,147.5,59.5,-17.93,No
CUST10507,Bracket Buyer,5,12,682.97,297.84,43.6,480.0,74.5,42.5,46.13,Yes
CUST10508,Loyal Buyer,9,11,766.91,0,0.0,440.0,0,76.5,384.41,Yes
CUST10509,Occasional Returner,4,7,399.09,53.9,13.5,280.0,17.5,34.0,157.69,Yes
CUST10510,Bracket Buyer,4,12,1255.29,498.84,39.7,480.0,96.5,34.0,121.95,Yes
CUST10511,Bracket Buyer,2,5,487.43,269.3,55.2,200.0,57.0,17.0,-59.87,No
CUST10512,Occasional Returner,7,10,781.69,190.15,24.3,400.0,49.0,59.5,177.04,Yes
CUST10513,Occasional Returner,4,6,525.84,0,0.0,240.0,0,34.0,291.84,Yes
CUST10514,Loyal Buyer,9,11,988.69,0,0.0,440.0,0,76.5,586.19,Yes
CUST10515,Serial Returner,6,9,1175.16,400.22,34.1,360.0,92.0,51.0,165.94,Yes
CUST10516,Serial Returner,7,12,890.59,249.73,28.0,480.0,80.0,59.5,187.36,Yes
CUST10517,Occasional Returner,3,3,234.72,161.5,68.8,120.0,41.0,25.5,-79.28,No
CUST10518,Loyal Buyer,11,11,1232.24,192.55,15.6,440.0,27.5,93.5,456.69,Yes
CUST10519,Loyal Buyer,8,10,920.69,54.11,5.9,400.0,19.5,68.0,459.08,Yes
CUST10520,Loyal Buyer,8,8,636.44,251.61,39.5,320.0,47.0,68.0,11.83,Yes
CUST10521,Occasional Returner,2,3,211.89,56.52,26.7,120.0,19.5,17.0,54.87,Yes
CUST10522,Loyal Buyer,8,9,1105.98,173.27,15.7,360.0,25.5,68.0,415.21,Yes
CUST10523,Occasional Returner,3,4,472.41,0,0.0,160.0,0,25.5,248.91,Yes
CUST10524,Occasional Returner,6,8,811.27,375.78,46.3,320.0,55.0,51.0,13.49,Yes
CUST10525,Occasional Returner,2,3,326.06,0,0.0,120.0,0,17.0,173.06,Yes
CUST10526,Loyal Buyer,10,13,1586.78,528.16,33.3,520.0,72.5,85.0,333.12,Yes
CUST10527,Loyal Buyer,8,10,907.64,52.64,5.8,400.0,19.5,68.0,441.5,Yes
CUST10528,Loyal Buyer,8,11,1068.67,0,0.0,440.0,0,68.0,606.67,Yes
CUST10529,Bracket Buyer,7,20,1707.44,409.9,24.0,800.0,96.5,59.5,551.54,Yes
CUST10530,Loyal Buyer,6,8,1115.79,0,0.0,320.0,0,51.0,630.79,Yes
CUST10531,Occasional Returner,4,5,377.39,118.25,31.3,200.0,43.0,34.0,34.14,Yes
CUST10532,Loyal Buyer,8,9,829.4,146.16,17.6,360.0,47.0,68.0,190.24,Yes
CUST10533,Serial Returner,6,10,1187.37,327.3,27.6,400.0,53.0,51.0,342.07,Yes
CUST10534,Serial Returner,5,11,1182.43,0,0.0,440.0,0,42.5,717.93,Yes
CUST10535,Loyal Buyer,10,11,1052.12,0,0.0,440.0,0,85.0,567.12,Yes
CUST10536,Occasional Returner,4,4,307.47,50.23,16.3,160.0,19.5,34.0,81.74,Yes
CUST10537,Loyal Buyer,7,8,512.63,64.4,12.6,320.0,23.5,59.5,179.23,Yes
CUST10538,Bracket Buyer,5,13,844.78,255.66,30.3,520.0,78.5,42.5,212.12,Yes
CUST10539,Serial Returner,5,9,1180.86,548.97,46.5,360.0,80.5,42.5,70.89,Yes
CUST10540,Serial Returner,6,9,759.77,306.29,40.3,360.0,82.0,51.0,-1.52,No
CUST10541,Loyal Buyer,8,8,1024.36,0,0.0,320.0,0,68.0,600.36,Yes
CUST10542,Serial Returner,6,11,1250.23,597.4,47.8,440.0,117.5,51.0,22.33,Yes
CUST10543,Loyal Buyer,9,10,1044.19,72.95,7.0,400.0,17.5,76.5,485.24,Yes
CUST10544,Occasional Returner,4,5,319.76,188.73,59.0,200.0,51.0,34.0,-105.97,No
CUST10545,Loyal Buyer,11,13,1464.23,43.6,3.0,520.0,19.5,93.5,827.63,Yes
CUST10546,Serial Returner,7,9,738.75,270.22,36.6,360.0,91.5,59.5,15.53,Yes
CUST10547,Occasional Returner,8,12,1118.08,45.92,4.1,480.0,19.5,68.0,558.66,Yes
CUST10548,Occasional Returner,2,4,476.28,0,0.0,160.0,0,17.0,259.28,Yes
CUST10549,Occasional Returner,5,7,620.12,400.32,64.6,280.0,90.0,42.5,-164.7,No
CUST10550,Loyal Buyer,7,7,922.93,0,0.0,280.0,0,59.5,497.43,Yes
CUST10551,Serial Returner,8,12,1449.69,724.0,49.9,480.0,143.0,68.0,-23.31,No
CUST10552,Serial Returner,7,11,1324.18,883.08,66.7,440.0,157.0,59.5,-267.4,No
CUST10553,Bracket Buyer,4,11,1020.52,664.07,65.1,440.0,128.0,34.0,-137.55,No
CUST10554,Loyal Buyer,6,7,678.84,0,0.0,280.0,0,51.0,375.84,Yes
CUST10555,Bracket Buyer,5,11,953.35,386.84,40.6,440.0,88.0,42.5,86.01,Yes
CUST10556,Loyal Buyer,5,7,617.58,57.05,9.2,280.0,19.5,42.5,270.53,Yes
CUST10557,Serial Returner,7,11,668.11,190.26,28.5,440.0,62.5,59.5,111.85,Yes
CUST10558,Serial Returner,9,14,1313.38,198.66,15.1,560.0,43.0,76.5,539.22,Yes
CUST10559,Serial Returner,5,6,773.61,582.25,75.3,240.0,98.0,42.5,-215.14,No
