Order ID,Customer ID,Customer Segment,Order Date,Month,Category,Items Ordered,Order Value CAD,COGS CAD,Shipping Cost CAD,Returned,Items Returned,Return Value CAD,Return Processing Cost CAD,Return Shipping Cost CAD,Return Reason,Gross Profit CAD,Net Profit CAD
ORD29758,CUST11654,Bracket Buyer,2024-04-27,2024-04,Denim,2,192.44,64,8.5,No,0,0,0,0,Not returned,119.94,119.94
ORD20325,CUST10058,Loyal Buyer,2024-04-28,2024-04,Outerwear,1,161.52,78,8.5,No,0,0,0,0,Not returned,75.02,75.02
ORD21373,CUST10237,Bracket Buyer,2024-04-28,2024-04,Outerwear,3,564.72,234,8.5,No,0,0,0,0,Not returned,322.22,322.22
ORD21580,CUST10271,Loyal Buyer,2024-04-28,2024-04,Footwear,1,117.34,52,8.5,No,0,0,0,0,Not returned,56.84,56.84
ORD23314,CUST10554,Loyal Buyer,2024-04-28,2024-04,Footwear,1,129.83,52,8.5,No,0,0,0,0,Not returned,69.33,69.33
ORD23783,CUST10635,Loyal Buyer,2024-04-28,2024-04,Footwear,1,135.85,52,8.5,No,0,0,0,0,Not returned,75.35,75.35
ORD23785,CUST10635,Loyal Buyer,2024-04-28,2024-04,Tops,2,115.56,32,8.5,No,0,0,0,0,Not returned,75.06,75.06
ORD23863,CUST10648,Bracket Buyer,2024-04-28,2024-04,Footwear,4,512.4,208,8.5,Yes,3,384.3,48,9.5,Ordered multiple sizes,295.9,-145.9
ORD24009,CUST10677,Serial Returner,2024-04-28,2024-04,Tops,1,44.75,16,8.5,No,0,0,0,0,Not returned,20.25,20.25
ORD24426,CUST10745,Loyal Buyer,2024-04-28,2024-04,Denim,1,114.77,32,8.5,No,0,0,0,0,Not returned,74.27,74.27
ORD25301,CUST10893,Serial Returner,2024-04-28,2024-04,Tops,1,48.03,16,8.5,Yes,1,48.03,10,9.5,Did not match description,23.53,-44.0
ORD25499,CUST10927,Bracket Buyer,2024-04-28,2024-04,Denim,3,336.33,96,8.5,No,0,0,0,0,Not returned,231.83,231.83
ORD25536,CUST10931,Occasional Returner,2024-04-28,2024-04,Tops,1,52.49,16,8.5,No,0,0,0,0,Not returned,27.99,27.99
ORD25803,CUST10978,Loyal Buyer,2024-04-28,2024-04,Outerwear,1,209.73,78,8.5,No,0,0,0,0,Not returned,123.23,123.23
ORD25946,CUST11003,Occasional Returner,2024-04-28,2024-04,Outerwear,2,393.36,156,8.5,No,0,0,0,0,Not returned,228.86,228.86
ORD26761,CUST11146,Occasional Returner,2024-04-28,2024-04,Outerwear,1,249.31,78,8.5,Yes,1,249.31,18,9.5,Wrong size,162.81,-114.0
ORD27327,CUST11247,Occasional Returner,2024-04-28,2024-04,Accessories,2,140.52,44,8.5,No,0,0,0,0,Not returned,88.02,88.02
ORD27401,CUST11261,Occasional Returner,2024-04-28,2024-04,Outerwear,1,180.14,78,8.5,No,0,0,0,0,Not returned,93.64,93.64
ORD27670,CUST11306,Serial Returner,2024-04-28,2024-04,Accessories,2,140.0,44,8.5,No,0,0,0,0,Not returned,87.5,87.5
ORD27798,CUST11327,Serial Returner,2024-04-28,2024-04,Tops,1,46.39,16,8.5,No,0,0,0,0,Not returned,21.89,21.89
ORD28130,CUST11383,Loyal Buyer,2024-04-28,2024-04,Footwear,1,152.29,52,8.5,No,0,0,0,0,Not returned,91.79,91.79
ORD29153,CUST11552,Serial Returner,2024-04-28,2024-04,Outerwear,2,371.28,156,8.5,Yes,1,185.64,18,9.5,Did not match description,206.78,-6.36
ORD29374,CUST11587,Bracket Buyer,2024-04-28,2024-04,Tops,2,114.4,32,8.5,Yes,1,57.2,10,9.5,Ordered multiple sizes,73.9,-2.8
ORD30377,CUST11766,Serial Returner,2024-04-28,2024-04,Accessories,2,150.08,44,8.5,No,0,0,0,0,Not returned,97.58,97.58
ORD30561,CUST11795,Loyal Buyer,2024-04-28,2024-04,Tops,1,59.19,16,8.5,No,0,0,0,0,Not returned,34.69,34.69
ORD20002,CUST10001,Serial Returner,2024-04-29,2024-04,Tops,3,171.87,48,8.5,No,0,0,0,0,Not returned,115.37,115.37
ORD20265,CUST10050,Occasional Returner,2024-04-29,2024-04,Tops,1,59.8,16,8.5,Yes,1,59.8,10,9.5,Quality issue,35.3,-44.0
ORD20624,CUST10107,Serial Returner,2024-04-29,2024-04,Tops,1,39.87,16,8.5,Yes,1,39.87,10,9.5,Ordered multiple sizes,15.37,-44.0
ORD20784,CUST10138,Bracket Buyer,2024-04-29,2024-04,Denim,3,288.78,96,8.5,Yes,2,192.52,28,9.5,Ordered multiple sizes,184.28,-45.74
ORD21037,CUST10177,Serial Returner,2024-04-29,2024-04,Outerwear,1,180.15,78,8.5,Yes,1,180.15,18,9.5,Wrong size,93.65,-114.0
ORD21300,CUST10226,Occasional Returner,2024-04-29,2024-04,Accessories,1,64.27,22,8.5,No,0,0,0,0,Not returned,33.77,33.77
ORD21524,CUST10260,Occasional Returner,2024-04-29,2024-04,Denim,1,90.19,32,8.5,No,0,0,0,0,Not returned,49.69,49.69
ORD21596,CUST10274,Bracket Buyer,2024-04-29,2024-04,Denim,2,179.3,64,8.5,Yes,1,89.65,14,9.5,Ordered multiple sizes,106.8,-6.35
ORD21754,CUST10301,Occasional Returner,2024-04-29,2024-04,Footwear,1,128.9,52,8.5,Yes,1,128.9,16,9.5,Wrong size,68.4,-86.0
ORD21809,CUST10309,Bracket Buyer,2024-04-29,2024-04,Denim,3,270.0,96,8.5,Yes,2,180.0,28,9.5,Ordered multiple sizes,165.5,-52.0
ORD21875,CUST10323,Loyal Buyer,2024-04-29,2024-04,Denim,1,94.32,32,8.5,No,0,0,0,0,Not returned,53.82,53.82
ORD22325,CUST10393,Bracket Buyer,2024-04-29,2024-04,Outerwear,2,460.6,156,8.5,Yes,1,230.3,18,9.5,Ordered multiple sizes,296.1,38.3
ORD22800,CUST10475,Loyal Buyer,2024-04-29,2024-04,Tops,1,49.01,16,8.5,No,0,0,0,0,Not returned,24.51,24.51
ORD23215,CUST10539,Serial Returner,2024-04-29,2024-04,Footwear,2,273.8,104,8.5,No,0,0,0,0,Not returned,161.3,161.3
ORD23869,CUST10649,Occasional Returner,2024-04-29,2024-04,Outerwear,1,223.56,78,8.5,No,0,0,0,0,Not returned,137.06,137.06
ORD24634,CUST10775,Occasional Returner,2024-04-29,2024-04,Accessories,2,72.98,44,8.5,Yes,1,36.49,8,9.5,Did not match description,20.48,-33.51
ORD24738,CUST10797,Loyal Buyer,2024-04-29,2024-04,Denim,1,95.85,32,8.5,No,0,0,0,0,Not returned,55.35,55.35
ORD24981,CUST10842,Occasional Returner,2024-04-29,2024-04,Denim,1,82.16,32,8.5,Yes,1,82.16,14,9.5,Changed mind,41.66,-64.0
ORD25220,CUST10880,Loyal Buyer,2024-04-29,2024-04,Denim,1,97.27,32,8.5,No,0,0,0,0,Not returned,56.77,56.77
ORD26062,CUST11024,Loyal Buyer,2024-04-29,2024-04,Accessories,1,58.48,22,8.5,No,0,0,0,0,Not returned,27.98,27.98
ORD27329,CUST11248,Serial Returner,2024-04-29,2024-04,Accessories,2,120.8,44,8.5,Yes,1,60.4,8,9.5,Did not match description,68.3,-9.6
ORD27764,CUST11321,Loyal Buyer,2024-04-29,2024-04,Tops,1,46.81,16,8.5,No,0,0,0,0,Not returned,22.31,22.31
ORD28722,CUST11478,Occasional Returner,2024-04-29,2024-04,Accessories,2,139.14,44,8.5,No,0,0,0,0,Not returned,86.64,86.64
ORD29504,CUST11612,Bracket Buyer,2024-04-29,2024-04,Outerwear,2,351.64,156,8.5,Yes,1,175.82,18,9.5,Ordered multiple sizes,187.14,-16.18
ORD29673,CUST11640,Loyal Buyer,2024-04-29,2024-04,Outerwear,1,249.44,78,8.5,No,0,0,0,0,Not returned,162.94,162.94
ORD29951,CUST11689,Bracket Buyer,2024-04-29,2024-04,Outerwear,3,464.58,234,8.5,Yes,2,309.72,36,9.5,Ordered multiple sizes,222.08,-133.14
ORD20153,CUST10030,Bracket Buyer,2024-04-30,2024-04,Outerwear,2,492.74,156,8.5,Yes,1,246.37,18,9.5,Ordered multiple sizes,328.24,54.37
ORD20660,CUST10115,Occasional Returner,2024-04-30,2024-04,Outerwear,1,210.6,78,8.5,No,0,0,0,0,Not returned,124.1,124.1
ORD21035,CUST10176,Occasional Returner,2024-04-30,2024-04,Denim,2,116.76,64,8.5,No,0,0,0,0,Not returned,44.26,44.26
ORD21287,CUST10223,Serial Returner,2024-04-30,2024-04,Footwear,2,245.16,104,8.5,Yes,1,122.58,16,9.5,Ordered multiple sizes,132.66,-15.42
ORD21420,CUST10245,Serial Returner,2024-04-30,2024-04,Outerwear,1,208.77,78,8.5,Yes,1,208.77,18,9.5,Wrong size,122.27,-114.0
ORD21487,CUST10254,Bracket Buyer,2024-04-30,2024-04,Footwear,3,380.94,156,8.5,Yes,2,253.96,32,9.5,Ordered multiple sizes,216.44,-79.02
ORD21674,CUST10287,Bracket Buyer,2024-04-30,2024-04,Tops,3,144.69,48,8.5,Yes,2,96.46,20,9.5,Ordered multiple sizes,88.19,-37.77
ORD22147,CUST10369,Loyal Buyer,2024-04-30,2024-04,Tops,2,86.44,32,8.5,No,0,0,0,0,Not returned,45.94,45.94
ORD22606,CUST10443,Occasional Returner,2024-04-30,2024-04,Tops,2,95.42,32,8.5,No,0,0,0,0,Not returned,54.92,54.92
ORD22694,CUST10456,Loyal Buyer,2024-04-30,2024-04,Footwear,1,111.23,52,8.5,No,0,0,0,0,Not returned,50.73,50.73
ORD23060,CUST10514,Loyal Buyer,2024-04-30,2024-04,Tops,1,40.69,16,8.5,No,0,0,0,0,Not returned,16.19,16.19
ORD23344,CUST10559,Serial Returner,2024-04-30,2024-04,Outerwear,1,187.56,78,8.5,Yes,1,187.56,18,9.5,Ordered multiple sizes,101.06,-114.0
ORD23528,CUST10589,Occasional Returner,2024-04-30,2024-04,Tops,2,96.8,32,8.5,No,0,0,0,0,Not returned,56.3,56.3
ORD24032,CUST10682,Occasional Returner,2024-04-30,2024-04,Footwear,1,125.46,52,8.5,No,0,0,0,0,Not returned,64.96,64.96
ORD24457,CUST10749,Loyal Buyer,2024-04-30,2024-04,Tops,1,49.03,16,8.5,No,0,0,0,0,Not returned,24.53,24.53
ORD25092,CUST10859,Serial Returner,2024-04-30,2024-04,Tops,2,88.78,32,8.5,No,0,0,0,0,Not returned,48.28,48.28
ORD25138,CUST10867,Occasional Returner,2024-04-30,2024-04,Tops,2,95.36,32,8.5,No,0,0,0,0,Not returned,54.86,54.86
ORD25205,CUST10878,Occasional Returner,2024-04-30,2024-04,Tops,1,55.66,16,8.5,No,0,0,0,0,Not returned,31.16,31.16
ORD25334,CUST10899,Bracket Buyer,2024-04-30,2024-04,Footwear,3,391.71,156,8.5,Yes,2,261.14,32,9.5,Ordered multiple sizes,227.21,-75.43
ORD25681,CUST10956,Serial Returner,2024-04-30,2024-04,Denim,2,203.74,64,8.5,Yes,1,101.87,14,9.5,Arrived too late,131.24,5.87
ORD26745,CUST11144,Serial Returner,2024-04-30,2024-04,Tops,1,46.02,16,8.5,Yes,1,46.02,10,9.5,Wrong size,21.52,-44.0
ORD27468,CUST11272,Loyal Buyer,2024-04-30,2024-04,Denim,1,90.48,32,8.5,No,0,0,0,0,Not returned,49.98,49.98
ORD27842,CUST11337,Serial Returner,2024-04-30,2024-04,Denim,1,89.04,32,8.5,Yes,1,89.04,14,9.5,Wrong size,48.54,-64.0
ORD28256,CUST11405,Loyal Buyer,2024-04-30,2024-04,Tops,1,30.55,16,8.5,No,0,0,0,0,Not returned,6.05,6.05
ORD29441,CUST11600,Loyal Buyer,2024-04-30,2024-04,Tops,1,61.83,16,8.5,No,0,0,0,0,Not returned,37.33,37.33
ORD29544,CUST11619,Serial Returner,2024-04-30,2024-04,Outerwear,2,343.94,156,8.5,Yes,1,171.97,18,9.5,Changed mind,179.44,-20.03
ORD30297,CUST11750,Loyal Buyer,2024-04-30,2024-04,Tops,1,43.55,16,8.5,No,0,0,0,0,Not returned,19.05,19.05
ORD20081,CUST10017,Bracket Buyer,2024-05-01,2024-05,Footwear,3,386.1,156,8.5,Yes,2,257.4,32,9.5,Ordered multiple sizes,221.6,-77.3
ORD20234,CUST10044,Occasional Returner,2024-05-01,2024-05,Outerwear,1,131.47,78,8.5,No,0,0,0,0,Not returned,44.97,44.97
ORD20349,CUST10062,Bracket Buyer,2024-05-01,2024-05,Tops,3,154.59,48,8.5,No,0,0,0,0,Not returned,98.09,98.09
ORD20495,CUST10086,Bracket Buyer,2024-05-01,2024-05,Accessories,2,162.56,44,8.5,Yes,1,81.28,8,9.5,Ordered multiple sizes,110.06,11.28
ORD20903,CUST10155,Serial Returner,2024-05-01,2024-05,Accessories,2,142.88,44,8.5,Yes,1,71.44,8,9.5,Did not match description,90.38,1.44
ORD21906,CUST10329,Loyal Buyer,2024-05-01,2024-05,Tops,1,41.1,16,8.5,No,0,0,0,0,Not returned,16.6,16.6
ORD22199,CUST10376,Bracket Buyer,2024-05-01,2024-05,Footwear,3,377.37,156,8.5,No,0,0,0,0,Not returned,212.87,212.87
ORD22323,CUST10393,Bracket Buyer,2024-05-01,2024-05,Footwear,2,229.04,104,8.5,Yes,1,114.52,16,9.5,Ordered multiple sizes,116.54,-23.48
ORD22705,CUST10458,Loyal Buyer,2024-05-01,2024-05,Outerwear,1,199.43,78,8.5,Yes,1,199.43,18,9.5,Changed mind,112.93,-114.0
ORD22853,CUST10482,Loyal Buyer,2024-05-01,2024-05,Denim,1,74.9,32,8.5,No,0,0,0,0,Not returned,34.4,34.4
ORD23467,CUST10580,Loyal Buyer,2024-05-01,2024-05,Tops,1,45.57,16,8.5,No,0,0,0,0,Not returned,21.07,21.07
ORD23517,CUST10588,Serial Returner,2024-05-01,2024-05,Footwear,1,154.52,52,8.5,No,0,0,0,0,Not returned,94.02,94.02
ORD23672,CUST10614,Loyal Buyer,2024-05-01,2024-05,Tops,2,111.02,32,8.5,No,0,0,0,0,Not returned,70.52,70.52
ORD23903,CUST10657,Bracket Buyer,2024-05-01,2024-05,Accessories,2,141.76,44,8.5,No,0,0,0,0,Not returned,89.26,89.26
ORD24136,CUST10700,Loyal Buyer,2024-05-01,2024-05,Outerwear,1,226.74,78,8.5,No,0,0,0,0,Not returned,140.24,140.24
ORD24203,CUST10710,Occasional Returner,2024-05-01,2024-05,Footwear,2,270.86,104,8.5,No,0,0,0,0,Not returned,158.36,158.36
ORD24321,CUST10726,Serial Returner,2024-05-01,2024-05,Accessories,1,65.41,22,8.5,No,0,0,0,0,Not returned,34.91,34.91
ORD25137,CUST10866,Occasional Returner,2024-05-01,2024-05,Denim,1,85.39,32,8.5,Yes,1,85.39,14,9.5,Wrong size,44.89,-64.0
ORD25778,CUST10974,Loyal Buyer,2024-05-01,2024-05,Outerwear,1,214.81,78,8.5,No,0,0,0,0,Not returned,128.31,128.31
ORD26241,CUST11058,Occasional Returner,2024-05-01,2024-05,Tops,1,57.58,16,8.5,No,0,0,0,0,Not returned,33.08,33.08
ORD26965,CUST11183,Loyal Buyer,2024-05-01,2024-05,Tops,1,46.58,16,8.5,No,0,0,0,0,Not returned,22.08,22.08
ORD27153,CUST11214,Loyal Buyer,2024-05-01,2024-05,Footwear,1,81.31,52,8.5,No,0,0,0,0,Not returned,20.81,20.81
ORD27302,CUST11243,Bracket Buyer,2024-05-01,2024-05,Tops,3,194.25,48,8.5,Yes,2,129.5,20,9.5,Ordered multiple sizes,137.75,-21.25
ORD27400,CUST11261,Occasional Returner,2024-05-01,2024-05,Tops,1,51.93,16,8.5,Yes,1,51.93,10,9.5,Ordered multiple sizes,27.43,-44.0
ORD28181,CUST11392,Loyal Buyer,2024-05-01,2024-05,Accessories,1,81.24,22,8.5,No,0,0,0,0,Not returned,50.74,50.74
ORD28390,CUST11425,Loyal Buyer,2024-05-01,2024-05,Outerwear,1,175.98,78,8.5,No,0,0,0,0,Not returned,89.48,89.48
ORD29010,CUST11527,Bracket Buyer,2024-05-01,2024-05,Tops,2,102.68,32,8.5,No,0,0,0,0,Not returned,62.18,62.18
ORD29148,CUST11551,Occasional Returner,2024-05-01,2024-05,Tops,2,94.96,32,8.5,No,0,0,0,0,Not returned,54.46,54.46
ORD29189,CUST11557,Bracket Buyer,2024-05-01,2024-05,Footwear,3,333.75,156,8.5,Yes,2,222.5,32,9.5,Ordered multiple sizes,169.25,-94.75
ORD29746,CUST11652,Loyal Buyer,2024-05-01,2024-05,Footwear,1,178.45,52,8.5,No,0,0,0,0,Not returned,117.95,117.95
ORD30257,CUST11743,Occasional Returner,2024-05-01,2024-05,Outerwear,2,402.44,156,8.5,Yes,1,201.22,18,9.5,Ordered multiple sizes,237.94,9.22
ORD20335,CUST10060,Bracket Buyer,2024-05-02,2024-05,Accessories,2,112.48,44,8.5,Yes,1,56.24,8,9.5,Ordered multiple sizes,59.98,-13.76
ORD20881,CUST10152,Serial Returner,2024-05-02,2024-05,Outerwear,2,378.14,156,8.5,Yes,1,189.07,18,9.5,Did not match description,213.64,-2.93
ORD21392,CUST10241,Occasional Returner,2024-05-02,2024-05,Outerwear,1,191.3,78,8.5,No,0,0,0,0,Not returned,104.8,104.8
ORD22587,CUST10439,Occasional Returner,2024-05-02,2024-05,Footwear,2,246.04,104,8.5,No,0,0,0,0,Not returned,133.54,133.54
ORD22653,CUST10451,Bracket Buyer,2024-05-02,2024-05,Tops,3,130.95,48,8.5,No,0,0,0,0,Not returned,74.45,74.45
ORD22695,CUST10457,Bracket Buyer,2024-05-02,2024-05,Denim,3,275.64,96,8.5,Yes,2,183.76,28,9.5,Ordered multiple sizes,171.14,-50.12
ORD22729,CUST10463,Loyal Buyer,2024-05-02,2024-05,Accessories,1,83.77,22,8.5,No,0,0,0,0,Not returned,53.27,53.27
ORD23093,CUST10519,Loyal Buyer,2024-05-02,2024-05,Tops,2,108.22,32,8.5,Yes,1,54.11,10,9.5,Changed mind,67.72,-5.89
ORD23284,CUST10549,Occasional Returner,2024-05-02,2024-05,Outerwear,1,159.83,78,8.5,Yes,1,159.83,18,9.5,Arrived too late,73.33,-114.0
ORD23311,CUST10554,Loyal Buyer,2024-05-02,2024-05,Tops,2,60.92,32,8.5,No,0,0,0,0,Not returned,20.42,20.42
ORD23352,CUST10560,Serial Returner,2024-05-02,2024-05,Footwear,2,301.48,104,8.5,No,0,0,0,0,Not returned,188.98,188.98
ORD23596,CUST10601,Serial Returner,2024-05-02,2024-05,Accessories,1,60.87,22,8.5,Yes,1,60.87,8,9.5,Did not match description,30.37,-48.0
ORD23793,CUST10637,Bracket Buyer,2024-05-02,2024-05,Denim,2,134.14,64,8.5,Yes,1,67.07,14,9.5,Ordered multiple sizes,61.64,-28.93
ORD24157,CUST10703,Occasional Returner,2024-05-02,2024-05,Outerwear,2,347.0,156,8.5,No,0,0,0,0,Not returned,182.5,182.5
ORD24242,CUST10716,Loyal Buyer,2024-05-02,2024-05,Footwear,1,124.91,52,8.5,No,0,0,0,0,Not returned,64.41,64.41
ORD24516,CUST10757,Loyal Buyer,2024-05-02,2024-05,Accessories,1,70.68,22,8.5,No,0,0,0,0,Not returned,40.18,40.18
ORD25767,CUST10972,Loyal Buyer,2024-05-02,2024-05,Footwear,1,127.04,52,8.5,No,0,0,0,0,Not returned,66.54,66.54
ORD25790,CUST10976,Bracket Buyer,2024-05-02,2024-05,Footwear,3,469.74,156,8.5,No,0,0,0,0,Not returned,305.24,305.24
ORD25838,CUST10983,Bracket Buyer,2024-05-02,2024-05,Outerwear,4,873.2,312,8.5,Yes,3,654.9,54,9.5,Ordered multiple sizes,552.7,-165.7
ORD25997,CUST11013,Loyal Buyer,2024-05-02,2024-05,Accessories,1,52.28,22,8.5,No,0,0,0,0,Not returned,21.78,21.78
ORD26055,CUST11023,Loyal Buyer,2024-05-02,2024-05,Denim,1,97.61,32,8.5,No,0,0,0,0,Not returned,57.11,57.11
ORD27678,CUST11307,Loyal Buyer,2024-05-02,2024-05,Footwear,2,361.66,104,8.5,No,0,0,0,0,Not returned,249.16,249.16
ORD27701,CUST11311,Occasional Returner,2024-05-02,2024-05,Accessories,1,54.74,22,8.5,Yes,1,54.74,8,9.5,Quality issue,24.24,-48.0
ORD28778,CUST11486,Bracket Buyer,2024-05-02,2024-05,Footwear,1,119.07,52,8.5,Yes,1,119.07,16,9.5,Ordered multiple sizes,58.57,-86.0
ORD29519,CUST11614,Loyal Buyer,2024-05-02,2024-05,Footwear,1,185.07,52,8.5,No,0,0,0,0,Not returned,124.57,124.57
ORD30083,CUST11711,Loyal Buyer,2024-05-02,2024-05,Tops,1,52.67,16,8.5,No,0,0,0,0,Not returned,28.17,28.17
ORD30396,CUST11768,Loyal Buyer,2024-05-02,2024-05,Outerwear,1,170.84,78,8.5,No,0,0,0,0,Not returned,84.34,84.34
ORD20674,CUST10119,Loyal Buyer,2024-05-03,2024-05,Denim,1,55.58,32,8.5,No,0,0,0,0,Not returned,15.08,15.08
ORD20854,CUST10148,Occasional Returner,2024-05-03,2024-05,Denim,1,93.27,32,8.5,No,0,0,0,0,Not returned,52.77,52.77
ORD21077,CUST10185,Occasional Returner,2024-05-03,2024-05,Tops,2,86.1,32,8.5,No,0,0,0,0,Not returned,45.6,45.6
ORD21606,CUST10277,Serial Returner,2024-05-03,2024-05,Footwear,1,92.97,52,8.5,Yes,1,92.97,16,9.5,Ordered multiple sizes,32.47,-86.0
ORD22480,CUST10418,Occasional Returner,2024-05-03,2024-05,Accessories,1,66.0,22,8.5,No,0,0,0,0,Not returned,35.5,35.5
ORD22588,CUST10439,Occasional Returner,2024-05-03,2024-05,Footwear,1,129.95,52,8.5,Yes,1,129.95,16,9.5,Did not match description,69.45,-86.0
ORD23026,CUST10508,Loyal Buyer,2024-05-03,2024-05,Tops,2,101.44,32,8.5,No,0,0,0,0,Not returned,60.94,60.94
ORD23675,CUST10614,Loyal Buyer,2024-05-03,2024-05,Denim,1,86.02,32,8.5,No,0,0,0,0,Not returned,45.52,45.52
ORD24663,CUST10782,Bracket Buyer,2024-05-03,2024-05,Tops,2,90.6,32,8.5,Yes,1,45.3,10,9.5,Ordered multiple sizes,50.1,-14.7
ORD25134,CUST10864,Bracket Buyer,2024-05-03,2024-05,Tops,2,91.58,32,8.5,Yes,1,45.79,10,9.5,Ordered multiple sizes,51.08,-14.21
ORD25224,CUST10881,Loyal Buyer,2024-05-03,2024-05,Outerwear,1,196.93,78,8.5,No,0,0,0,0,Not returned,110.43,110.43
ORD26755,CUST11145,Serial Returner,2024-05-03,2024-05,Accessories,2,115.74,44,8.5,No,0,0,0,0,Not returned,63.24,63.24
ORD27057,CUST11199,Occasional Returner,2024-05-03,2024-05,Tops,1,35.5,16,8.5,Yes,1,35.5,10,9.5,Wrong size,11.0,-44.0
ORD27154,CUST11214,Loyal Buyer,2024-05-03,2024-05,Denim,1,88.39,32,8.5,Yes,1,88.39,14,9.5,Wrong size,47.89,-64.0
ORD27627,CUST11298,Occasional Returner,2024-05-03,2024-05,Footwear,2,326.5,104,8.5,Yes,1,163.25,16,9.5,Did not match description,214.0,25.25
ORD27962,CUST11356,Serial Returner,2024-05-03,2024-05,Footwear,2,277.22,104,8.5,Yes,1,138.61,16,9.5,Wrong size,164.72,0.61
ORD28764,CUST11484,Loyal Buyer,2024-05-03,2024-05,Tops,1,55.95,16,8.5,Yes,1,55.95,10,9.5,Wrong size,31.45,-44.0
ORD28799,CUST11490,Occasional Returner,2024-05-03,2024-05,Accessories,1,63.2,22,8.5,No,0,0,0,0,Not returned,32.7,32.7
ORD30317,CUST11753,Loyal Buyer,2024-05-03,2024-05,Footwear,1,152.64,52,8.5,No,0,0,0,0,Not returned,92.14,92.14
ORD20856,CUST10149,Loyal Buyer,2024-05-04,2024-05,Denim,1,95.17,32,8.5,No,0,0,0,0,Not returned,54.67,54.67
ORD21075,CUST10184,Bracket Buyer,2024-05-04,2024-05,Footwear,4,620.4,208,8.5,Yes,3,465.3,48,9.5,Ordered multiple sizes,403.9,-118.9
ORD21286,CUST10223,Serial Returner,2024-05-04,2024-05,Denim,2,174.5,64,8.5,Yes,1,87.25,14,9.5,Ordered multiple sizes,102.0,-8.75
ORD21947,CUST10334,Loyal Buyer,2024-05-04,2024-05,Footwear,2,271.9,104,8.5,No,0,0,0,0,Not returned,159.4,159.4
ORD22750,CUST10467,Loyal Buyer,2024-05-04,2024-05,Denim,1,86.77,32,8.5,No,0,0,0,0,Not returned,46.27,46.27
ORD24087,CUST10691,Bracket Buyer,2024-05-04,2024-05,Denim,4,347.76,128,8.5,No,0,0,0,0,Not returned,211.26,211.26
ORD24510,CUST10756,Loyal Buyer,2024-05-04,2024-05,Outerwear,1,201.41,78,8.5,No,0,0,0,0,Not returned,114.91,114.91
ORD24989,CUST10843,Serial Returner,2024-05-04,2024-05,Footwear,1,124.34,52,8.5,No,0,0,0,0,Not returned,63.84,63.84
ORD25157,CUST10871,Occasional Returner,2024-05-04,2024-05,Denim,1,92.73,32,8.5,No,0,0,0,0,Not returned,52.23,52.23
ORD25494,CUST10926,Occasional Returner,2024-05-04,2024-05,Denim,2,182.1,64,8.5,No,0,0,0,0,Not returned,109.6,109.6
ORD26322,CUST11072,Bracket Buyer,2024-05-04,2024-05,Footwear,3,491.79,156,8.5,Yes,2,327.86,32,9.5,Ordered multiple sizes,327.29,-42.07
ORD26653,CUST11128,Loyal Buyer,2024-05-04,2024-05,Tops,1,63.22,16,8.5,No,0,0,0,0,Not returned,38.72,38.72
ORD26714,CUST11140,Occasional Returner,2024-05-04,2024-05,Denim,1,88.75,32,8.5,Yes,1,88.75,14,9.5,Arrived too late,48.25,-64.0
ORD26866,CUST11165,Serial Returner,2024-05-04,2024-05,Accessories,2,125.2,44,8.5,Yes,1,62.6,8,9.5,Did not match description,72.7,-7.4
ORD27219,CUST11226,Serial Returner,2024-05-04,2024-05,Tops,2,111.22,32,8.5,No,0,0,0,0,Not returned,70.72,70.72
ORD27351,CUST11252,Loyal Buyer,2024-05-04,2024-05,Accessories,1,56.6,22,8.5,No,0,0,0,0,Not returned,26.1,26.1
ORD27566,CUST11289,Bracket Buyer,2024-05-04,2024-05,Outerwear,3,393.3,234,8.5,Yes,2,262.2,36,9.5,Ordered multiple sizes,150.8,-156.9
ORD28119,CUST11382,Serial Returner,2024-05-04,2024-05,Footwear,1,119.58,52,8.5,Yes,1,119.58,16,9.5,Did not match description,59.08,-86.0
ORD28867,CUST11500,Loyal Buyer,2024-05-04,2024-05,Outerwear,1,173.5,78,8.5,No,0,0,0,0,Not returned,87.0,87.0
ORD30206,CUST11734,Loyal Buyer,2024-05-04,2024-05,Tops,1,52.34,16,8.5,Yes,1,52.34,10,9.5,Changed mind,27.84,-44.0
ORD30424,CUST11772,Loyal Buyer,2024-05-04,2024-05,Tops,1,47.0,16,8.5,No,0,0,0,0,Not returned,22.5,22.5
ORD20152,CUST10029,Serial Returner,2024-05-05,2024-05,Outerwear,2,371.54,156,8.5,Yes,1,185.77,18,9.5,Wrong size,207.04,-6.23
ORD21209,CUST10210,Loyal Buyer,2024-05-05,2024-05,Tops,2,91.56,32,8.5,No,0,0,0,0,Not returned,51.06,51.06
ORD21926,CUST10332,Loyal Buyer,2024-05-05,2024-05,Accessories,1,69.41,22,8.5,No,0,0,0,0,Not returned,38.91,38.91
ORD22040,CUST10351,Loyal Buyer,2024-05-05,2024-05,Tops,1,59.25,16,8.5,No,0,0,0,0,Not returned,34.75,34.75
ORD22089,CUST10360,Loyal Buyer,2024-05-05,2024-05,Denim,1,82.65,32,8.5,No,0,0,0,0,Not returned,42.15,42.15
ORD22214,CUST10378,Loyal Buyer,2024-05-05,2024-05,Denim,1,88.13,32,8.5,No,0,0,0,0,Not returned,47.63,47.63
